99,2679,,,
784,99,1619,1614,
1722,99,1723,,
99,1723,,,
894,99,358,,
2236,2262,,,
2236,2262,,,
346,363,77,143,
341,340,709,,
340,709,,,
340,341,,,
283,1990,,,
2275,2268,,,
1120,2268,,,
1827,299,,,
58,805,1774,,
58,571,,,
1169,524,,,
273,38,,,
1172,1294,,,
515,623,,,
2434,1747,,,
432,428,,,
432,302,,,
2107,268,,,
152,1384,,,
2285,1718,,,
1520,354,,,
962,1252,820,,
1252,1159,,,
1252,820,,,
2058,188,1404,757,
1714,838,,,
417,508,2326,,
346,143,,,
1034,1533,,,
1520,873,,,
1520,1058,,,
595,1990,,,
2194,2189,,,
2668,2189,2190,,
2194,2190,,,
2194,2190,,,
1536,2667,1663,,
744,743,,,
1461,1511,,,
1139,1598,,,
1139,1572,,,
272,1551,,,
1928,2124,,,
1176,1866,,,
1005,1382,,,
209,2407,,,
1216,1218,714,,
1216,1218,714,1392,
1218,1530,,,
1218,714,1796,,
1619,1613,,,
2065,1231,,,
2216,1784,1840,1839,
2216,1784,1840,1839,
2470,2646,,,
2643,2470,,,
1260,1262,,,
2392,2133,2206,,
2379,2206,,,
2697,2698,,,
2697,1759,,,
2697,2698,,,
916,2374,,,
916,2373,,,
888,468,1372,,
888,1713,1716,,
2025,491,468,,
2153,2219,2510,2318,
2153,1713,,,
2153,1713,,,
2153,1713,2510,,
2153,2219,2022,,
2008,2153,2219,,
2247,2263,,,
1713,2362,,,
1713,2510,,,
1713,1716,2510,,
1713,2362,,,
1761,2234,2235,126,
491,468,,,
468,2318,,,
1906,115,,,
833,1796,,,
592,589,,,
592,1509,,,
592,1509,,,
2003,1999,,,
371,2373,2374,2239,
1373,2373,2374,,
2562,1315,2452,,
1777,1802,,,
914,1551,,,
571,2694,,,
571,2495,,,
1762,571,2495,,
1762,19,2495,,
1659,355,2228,2085,
355,2228,,,
1477,1485,,,
1884,1885,1886,,
1884,1885,1886,,
