0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
390,391,364.0,113.0,439.0,,,,,,,,,,,,,,,,,,,,,
3274,821,1858.0,2351.0,,,,,,,,,,,,,,,,,,,,,,
1841,1202,,,,,,,,,,,,,,,,,,,,,,,,
600,115,,,,,,,,,,,,,,,,,,,,,,,,
1203,2151,,,,,,,,,,,,,,,,,,,,,,,,
1203,1918,,,,,,,,,,,,,,,,,,,,,,,,
2808,2357,,,,,,,,,,,,,,,,,,,,,,,,
1209,1515,,,,,,,,,,,,,,,,,,,,,,,,
448,417,900.0,531.0,822.0,119.0,,,,,,,,,,,,,,,,,,,,
2360,2840,,,,,,,,,,,,,,,,,,,,,,,,
2361,1498,,,,,,,,,,,,,,,,,,,,,,,,
2361,2556,1521.0,,,,,,,,,,,,,,,,,,,,,,,
696,2362,,,,,,,,,,,,,,,,,,,,,,,,
2753,3012,2364.0,,,,,,,,,,,,,,,,,,,,,,,
816,121,643.0,814.0,,,,,,,,,,,,,,,,,,,,,,
390,561,439.0,123.0,699.0,,,,,,,,,,,,,,,,,,,,,
1220,471,,,,,,,,,,,,,,,,,,,,,,,,
1541,1222,1799.0,,,,,,,,,,,,,,,,,,,,,,,
2847,1222,1799.0,,,,,,,,,,,,,,,,,,,,,,,
673,2371,1001.0,,,,,,,,,,,,,,,,,,,,,,,
672,1931,2374.0,,,,,,,,,,,,,,,,,,,,,,,
2375,3071,,,,,,,,,,,,,,,,,,,,,,,,
3212,2375,,,,,,,,,,,,,,,,,,,,,,,,
3212,2375,,,,,,,,,,,,,,,,,,,,,,,,
2376,2573,,,,,,,,,,,,,,,,,,,,,,,,
328,243,916.0,661.0,126.0,,,,,,,,,,,,,,,,,,,,,
1227,2623,,,,,,,,,,,,,,,,,,,,,,,,
130,2139,,,,,,,,,,,,,,,,,,,,,,,,
2378,2684,2682.0,,,,,,,,,,,,,,,,,,,,,,,
2378,2684,2682.0,,,,,,,,,,,,,,,,,,,,,,,
1230,1727,,,,,,,,,,,,,,,,,,,,,,,,
1989,1230,1241.0,1979.0,1727.0,,,,,,,,,,,,,,,,,,,,,
1230,1727,,,,,,,,,,,,,,,,,,,,,,,,
1633,2118,880.0,1236.0,441.0,,,,,,,,,,,,,,,,,,,,,
144,817,418.0,141.0,,,,,,,,,,,,,,,,,,,,,,
144,418,,,,,,,,,,,,,,,,,,,,,,,,
144,417,418.0,416.0,,,,,,,,,,,,,,,,,,,,,,
2866,2395,,,,,,,,,,,,,,,,,,,,,,,,
146,731,493.0,,,,,,,,,,,,,,,,,,,,,,,
325,1509,1701.0,149.0,150.0,917.0,637.0,,,,,,,,,,,,,,,,,,,
325,1509,1701.0,149.0,150.0,917.0,637.0,,,,,,,,,,,,,,,,,,,
1528,2139,1255.0,,,,,,,,,,,,,,,,,,,,,,,
993,429,1254.0,1919.0,,,,,,,,,,,,,,,,,,,,,,
801,1254,782.0,,,,,,,,,,,,,,,,,,,,,,,
1254,1580,1277.0,1366.0,,,,,,,,,,,,,,,,,,,,,,
1264,1642,1416.0,,,,,,,,,,,,,,,,,,,,,,,
608,167,640.0,799.0,,,,,,,,,,,,,,,,,,,,,,
170,615,,,,,,,,,,,,,,,,,,,,,,,,
170,1003,767.0,,,,,,,,,,,,,,,,,,,,,,,
1560,1273,1860.0,,,,,,,,,,,,,,,,,,,,,,,
616,1273,291.0,2686.0,,,,,,,,,,,,,,,,,,,,,,
2416,2721,3262.0,,,,,,,,,,,,,,,,,,,,,,,
505,172,1492.0,,,,,,,,,,,,,,,,,,,,,,,
172,1524,,,,,,,,,,,,,,,,,,,,,,,,
173,838,383.0,,,,,,,,,,,,,,,,,,,,,,,
173,838,383.0,,,,,,,,,,,,,,,,,,,,,,,
672,2420,3165.0,3286.0,,,,,,,,,,,,,,,,,,,,,,
3140,2422,,,,,,,,,,,,,,,,,,,,,,,,
1357,1279,,,,,,,,,,,,,,,,,,,,,,,,
2426,851,3119.0,,,,,,,,,,,,,,,,,,,,,,,
305,178,295.0,,,,,,,,,,,,,,,,,,,,,,,
305,178,295.0,,,,,,,,,,,,,,,,,,,,,,,
305,178,295.0,,,,,,,,,,,,,,,,,,,,,,,
1664,1474,2149.0,1991.0,553.0,1419.0,780.0,2064.0,2161.0,179.0,,,,,,,,,,,,,,,,
3043,3267,2855.0,2641.0,183.0,605.0,,,,,,,,,,,,,,,,,,,,
993,452,381.0,183.0,,,,,,,,,,,,,,,,,,,,,,
2641,3043,183.0,,,,,,,,,,,,,,,,,,,,,,,
184,522,275.0,1416.0,,,,,,,,,,,,,,,,,,,,,,
184,554,,,,,,,,,,,,,,,,,,,,,,,,
748,1460,1526.0,1464.0,184.0,,,,,,,,,,,,,,,,,,,,,
291,390,616.0,184.0,698.0,,,,,,,,,,,,,,,,,,,,,
422,999,616.0,748.0,184.0,699.0,,,,,,,,,,,,,,,,,,,,
184,3253,,,,,,,,,,,,,,,,,,,,,,,,
616,714,522.0,748.0,184.0,699.0,,,,,,,,,,,,,,,,,,,,
390,999,616.0,998.0,522.0,554.0,714.0,748.0,1000.0,275.0,184.0,699.0,,,,,,,,,,,,,,
3272,2434,806.0,,,,,,,,,,,,,,,,,,,,,,,
2813,2438,2711.0,,,,,,,,,,,,,,,,,,,,,,,
192,849,,,,,,,,,,,,,,,,,,,,,,,,
1889,1291,1382.0,1926.0,,,,,,,,,,,,,,,,,,,,,,
1760,1292,,,,,,,,,,,,,,,,,,,,,,,,
1760,1292,,,,,,,,,,,,,,,,,,,,,,,,
202,654,,,,,,,,,,,,,,,,,,,,,,,,
1297,1967,,,,,,,,,,,,,,,,,,,,,,,,
1297,1347,1500.0,,,,,,,,,,,,,,,,,,,,,,,
1297,1967,,,,,,,,,,,,,,,,,,,,,,,,
387,204,,,,,,,,,,,,,,,,,,,,,,,,
2448,2562,,,,,,,,,,,,,,,,,,,,,,,,
416,691,207.0,,,,,,,,,,,,,,,,,,,,,,,
209,719,,,,,,,,,,,,,,,,,,,,,,,,
281,860,2455.0,,,,,,,,,,,,,,,,,,,,,,,
1307,3228,,,,,,,,,,,,,,,,,,,,,,,,
217,591,,,,,,,,,,,,,,,,,,,,,,,,
992,218,266.0,876.0,,,,,,,,,,,,,,,,,,,,,,
218,876,,,,,,,,,,,,,,,,,,,,,,,,
2976,218,876.0,,,,,,,,,,,,,,,,,,,,,,,
1483,1310,,,,,,,,,,,,,,,,,,,,,,,,
2467,1516,,,,,,,,,,,,,,,,,,,,,,,,
245,787,659.0,333.0,,,,,,,,,,,,,,,,,,,,,,
320,741,691.0,659.0,245.0,631.0,729.0,,,,,,,,,,,,,,,,,,,
2112,1338,2050.0,2005.0,,,,,,,,,,,,,,,,,,,,,,
1343,1859,693.0,3183.0,,,,,,,,,,,,,,,,,,,,,,
297,262,471.0,,,,,,,,,,,,,,,,,,,,,,,
291,517,390.0,262.0,553.0,905.0,428.0,364.0,538.0,,,,,,,,,,,,,,,,,
352,2486,,,,,,,,,,,,,,,,,,,,,,,,
263,297,1004.0,471.0,2745.0,,,,,,,,,,,,,,,,,,,,,
2105,283,263.0,,,,,,,,,,,,,,,,,,,,,,,
424,425,263.0,,,,,,,,,,,,,,,,,,,,,,,
263,510,471.0,,,,,,,,,,,,,,,,,,,,,,,
905,263,,,,,,,,,,,,,,,,,,,,,,,,
769,263,,,,,,,,,,,,,,,,,,,,,,,,
643,263,,,,,,,,,,,,,,,,,,,,,,,,
265,338,372.0,276.0,502.0,,,,,,,,,,,,,,,,,,,,,
422,265,3122.0,372.0,445.0,,,,,,,,,,,,,,,,,,,,,
291,265,1004.0,372.0,502.0,,,,,,,,,,,,,,,,,,,,,
664,265,372.0,1004.0,,,,,,,,,,,,,,,,,,,,,,
905,266,780.0,,,,,,,,,,,,,,,,,,,,,,,
905,266,2669.0,,,,,,,,,,,,,,,,,,,,,,,
905,266,,,,,,,,,,,,,,,,,,,,,,,,
1353,1348,1903.0,,,,,,,,,,,,,,,,,,,,,,,
2696,2490,,,,,,,,,,,,,,,,,,,,,,,,
1545,269,,,,,,,,,,,,,,,,,,,,,,,,
1352,1539,,,,,,,,,,,,,,,,,,,,,,,,
1352,1978,,,,,,,,,,,,,,,,,,,,,,,,
272,471,,,,,,,,,,,,,,,,,,,,,,,,
272,338,276.0,,,,,,,,,,,,,,,,,,,,,,,
273,1420,705.0,855.0,,,,,,,,,,,,,,,,,,,,,,
432,273,,,,,,,,,,,,,,,,,,,,,,,,
274,643,,,,,,,,,,,,,,,,,,,,,,,,
274,661,,,,,,,,,,,,,,,,,,,,,,,,
274,661,,,,,,,,,,,,,,,,,,,,,,,,
390,422,999.0,522.0,714.0,748.0,275.0,,,,,,,,,,,,,,,,,,,
999,1000,714.0,522.0,748.0,275.0,,,,,,,,,,,,,,,,,,,,
338,276,,,,,,,,,,,,,,,,,,,,,,,,
338,276,901.0,902.0,,,,,,,,,,,,,,,,,,,,,,
338,276,581.0,,,,,,,,,,,,,,,,,,,,,,,
338,276,,,,,,,,,,,,,,,,,,,,,,,,
338,276,1004.0,,,,,,,,,,,,,,,,,,,,,,,
338,276,901.0,,,,,,,,,,,,,,,,,,,,,,,
2969,279,,,,,,,,,,,,,,,,,,,,,,,,
279,359,,,,,,,,,,,,,,,,,,,,,,,,
2550,3006,279.0,,,,,,,,,,,,,,,,,,,,,,,
1509,326,1701.0,280.0,637.0,,,,,,,,,,,,,,,,,,,,,
326,615,629.0,280.0,985.0,,,,,,,,,,,,,,,,,,,,,
288,326,978.0,280.0,985.0,,,,,,,,,,,,,,,,,,,,,
416,281,822.0,,,,,,,,,,,,,,,,,,,,,,,
1363,1759,,,,,,,,,,,,,,,,,,,,,,,,
1816,1797,1366.0,,,,,,,,,,,,,,,,,,,,,,,
283,460,,,,,,,,,,,,,,,,,,,,,,,,
284,1710,,,,,,,,,,,,,,,,,,,,,,,,
390,373,374.0,439.0,444.0,285.0,445.0,,,,,,,,,,,,,,,,,,,
504,291,547.0,285.0,,,,,,,,,,,,,,,,,,,,,,
285,2943,,,,,,,,,,,,,,,,,,,,,,,,
291,390,373.0,374.0,439.0,285.0,,,,,,,,,,,,,,,,,,,,
608,450,772.0,390.0,842.0,922.0,285.0,,,,,,,,,,,,,,,,,,,
1368,1414,,,,,,,,,,,,,,,,,,,,,,,,
1368,1414,,,,,,,,,,,,,,,,,,,,,,,,
1368,1414,1791.0,,,,,,,,,,,,,,,,,,,,,,,
2546,2499,,,,,,,,,,,,,,,,,,,,,,,,
1460,1374,,,,,,,,,,,,,,,,,,,,,,,,
349,1374,,,,,,,,,,,,,,,,,,,,,,,,
1460,1374,,,,,,,,,,,,,,,,,,,,,,,,
544,286,,,,,,,,,,,,,,,,,,,,,,,,
1376,673,1001.0,1990.0,,,,,,,,,,,,,,,,,,,,,,
520,348,846.0,287.0,,,,,,,,,,,,,,,,,,,,,,
337,287,,,,,,,,,,,,,,,,,,,,,,,,
2651,287,,,,,,,,,,,,,,,,,,,,,,,,
1381,1517,,,,,,,,,,,,,,,,,,,,,,,,
1381,1517,,,,,,,,,,,,,,,,,,,,,,,,
2021,1381,1517.0,,,,,,,,,,,,,,,,,,,,,,,
291,998,999.0,616.0,1000.0,714.0,748.0,,,,,,,,,,,,,,,,,,,
608,291,390.0,364.0,462.0,439.0,799.0,,,,,,,,,,,,,,,,,,,
291,684,,,,,,,,,,,,,,,,,,,,,,,,
291,390,,,,,,,,,,,,,,,,,,,,,,,,
390,291,598.0,,,,,,,,,,,,,,,,,,,,,,,
609,291,390.0,364.0,556.0,,,,,,,,,,,,,,,,,,,,,
291,364,390.0,439.0,,,,,,,,,,,,,,,,,,,,,,
291,547,525.0,,,,,,,,,,,,,,,,,,,,,,,
291,639,799.0,,,,,,,,,,,,,,,,,,,,,,,
291,707,709.0,390.0,483.0,799.0,,,,,,,,,,,,,,,,,,,,
291,772,805.0,390.0,804.0,745.0,747.0,364.0,302.0,699.0,,,,,,,,,,,,,,,,
291,3131,,,,,,,,,,,,,,,,,,,,,,,,
291,926,,,,,,,,,,,,,,,,,,,,,,,,
390,420,292.0,,,,,,,,,,,,,,,,,,,,,,,
2916,1382,,,,,,,,,,,,,,,,,,,,,,,,
396,395,652.0,293.0,,,,,,,,,,,,,,,,,,,,,,
928,293,369.0,691.0,986.0,,,,,,,,,,,,,,,,,,,,,
1649,1383,,,,,,,,,,,,,,,,,,,,,,,,
558,476,742.0,295.0,,,,,,,,,,,,,,,,,,,,,,
295,447,,,,,,,,,,,,,,,,,,,,,,,,
342,770,566.0,295.0,,,,,,,,,,,,,,,,,,,,,,
296,461,,,,,,,,,,,,,,,,,,,,,,,,
296,655,372.0,501.0,502.0,,,,,,,,,,,,,,,,,,,,,
1560,1386,3258.0,,,,,,,,,,,,,,,,,,,,,,,
1388,1437,,,,,,,,,,,,,,,,,,,,,,,,
1456,297,1457.0,471.0,,,,,,,,,,,,,,,,,,,,,,
390,297,747.0,471.0,510.0,,,,,,,,,,,,,,,,,,,,,
2720,3169,3014.0,297.0,373.0,471.0,,,,,,,,,,,,,,,,,,,,
298,919,,,,,,,,,,,,,,,,,,,,,,,,
1853,1391,,,,,,,,,,,,,,,,,,,,,,,,
2514,2979,,,,,,,,,,,,,,,,,,,,,,,,
2515,3134,,,,,,,,,,,,,,,,,,,,,,,,
1956,517,745.0,364.0,302.0,373.0,438.0,699.0,668.0,669.0,,,,,,,,,,,,,,,,
772,805,390.0,745.0,747.0,364.0,302.0,439.0,,,,,,,,,,,,,,,,,,
772,804,745.0,747.0,364.0,302.0,,,,,,,,,,,,,,,,,,,,
688,572,303.0,,,,,,,,,,,,,,,,,,,,,,,
2521,2726,,,,,,,,,,,,,,,,,,,,,,,,
1657,1731,1406.0,,,,,,,,,,,,,,,,,,,,,,,
1731,1735,1736.0,1737.0,1584.0,1657.0,1406.0,,,,,,,,,,,,,,,,,,,
1731,1735,1736.0,1737.0,1657.0,1406.0,,,,,,,,,,,,,,,,,,,,
1731,1406,,,,,,,,,,,,,,,,,,,,,,,,
1657,1731,1985.0,1406.0,,,,,,,,,,,,,,,,,,,,,,
1731,1406,,,,,,,,,,,,,,,,,,,,,,,,
1408,1406,,,,,,,,,,,,,,,,,,,,,,,,
1731,1732,1406.0,,,,,,,,,,,,,,,,,,,,,,,
1731,1735,1737.0,1657.0,1406.0,,,,,,,,,,,,,,,,,,,,,
1657,1731,1406.0,1735.0,,,,,,,,,,,,,,,,,,,,,,
1996,1997,1407.0,,,,,,,,,,,,,,,,,,,,,,,
865,1413,1675.0,1421.0,1519.0,1848.0,,,,,,,,,,,,,,,,,,,,
865,1675,1413.0,,,,,,,,,,,,,,,,,,,,,,,
2525,365,,,,,,,,,,,,,,,,,,,,,,,,
2528,332,,,,,,,,,,,,,,,,,,,,,,,,
2530,311,,,,,,,,,,,,,,,,,,,,,,,,
1416,1481,2105.0,,,,,,,,,,,,,,,,,,,,,,,
1416,769,905.0,2157.0,,,,,,,,,,,,,,,,,,,,,,
1416,769,905.0,,,,,,,,,,,,,,,,,,,,,,,
1416,769,,,,,,,,,,,,,,,,,,,,,,,,
312,313,314.0,,,,,,,,,,,,,,,,,,,,,,,
2531,3020,,,,,,,,,,,,,,,,,,,,,,,,
410,316,982.0,,,,,,,,,,,,,,,,,,,,,,,
3125,2535,,,,,,,,,,,,,,,,,,,,,,,,
481,482,483.0,390.0,616.0,747.0,364.0,1005.0,439.0,318.0,,,,,,,,,,,,,,,,
610,715,716.0,370.0,319.0,,,,,,,,,,,,,,,,,,,,,
1420,3124,,,,,,,,,,,,,,,,,,,,,,,,
3107,1420,855.0,,,,,,,,,,,,,,,,,,,,,,,
1771,1420,,,,,,,,,,,,,,,,,,,,,,,,
1420,855,,,,,,,,,,,,,,,,,,,,,,,,
865,1675,1421.0,,,,,,,,,,,,,,,,,,,,,,,
2050,1704,1423.0,1980.0,1503.0,,,,,,,,,,,,,,,,,,,,,
2050,1423,,,,,,,,,,,,,,,,,,,,,,,,
2000,2049,1423.0,,,,,,,,,,,,,,,,,,,,,,,
1424,1753,1949.0,1752.0,,,,,,,,,,,,,,,,,,,,,,
1450,1426,,,,,,,,,,,,,,,,,,,,,,,,
848,323,,,,,,,,,,,,,,,,,,,,,,,,
2545,1858,1859.0,3103.0,,,,,,,,,,,,,,,,,,,,,,
329,643,916.0,,,,,,,,,,,,,,,,,,,,,,,
329,2591,,,,,,,,,,,,,,,,,,,,,,,,
329,661,,,,,,,,,,,,,,,,,,,,,,,,
416,330,,,,,,,,,,,,,,,,,,,,,,,,
1530,1435,,,,,,,,,,,,,,,,,,,,,,,,
337,846,,,,,,,,,,,,,,,,,,,,,,,,
2784,2553,2785.0,3031.0,,,,,,,,,,,,,,,,,,,,,,
2553,2785,,,,,,,,,,,,,,,,,,,,,,,,
1857,339,,,,,,,,,,,,,,,,,,,,,,,,
2558,3022,,,,,,,,,,,,,,,,,,,,,,,,
810,2559,,,,,,,,,,,,,,,,,,,,,,,,
932,343,,,,,,,,,,,,,,,,,,,,,,,,
344,2571,,,,,,,,,,,,,,,,,,,,,,,,
769,2053,1454.0,,,,,,,,,,,,,,,,,,,,,,,
1827,2052,2054.0,1709.0,1455.0,1878.0,,,,,,,,,,,,,,,,,,,,
2574,615,,,,,,,,,,,,,,,,,,,,,,,,
2025,1550,1456.0,1588.0,1749.0,,,,,,,,,,,,,,,,,,,,,
1458,862,,,,,,,,,,,,,,,,,,,,,,,,
522,1460,,,,,,,,,,,,,,,,,,,,,,,,
522,1460,,,,,,,,,,,,,,,,,,,,,,,,
1648,1706,628.0,1461.0,,,,,,,,,,,,,,,,,,,,,,
753,1461,,,,,,,,,,,,,,,,,,,,,,,,
2006,1461,2110.0,,,,,,,,,,,,,,,,,,,,,,,
348,629,375.0,,,,,,,,,,,,,,,,,,,,,,,
348,981,,,,,,,,,,,,,,,,,,,,,,,,
354,2579,,,,,,,,,,,,,,,,,,,,,,,,
416,354,2579.0,,,,,,,,,,,,,,,,,,,,,,,
354,2580,,,,,,,,,,,,,,,,,,,,,,,,
354,2580,,,,,,,,,,,,,,,,,,,,,,,,
2052,1589,1463.0,,,,,,,,,,,,,,,,,,,,,,,
616,698,349.0,,,,,,,,,,,,,,,,,,,,,,,
616,698,699.0,349.0,,,,,,,,,,,,,,,,,,,,,,
848,629,375.0,985.0,350.0,,,,,,,,,,,,,,,,,,,,,
1465,1770,1918.0,,,,,,,,,,,,,,,,,,,,,,,
352,354,,,,,,,,,,,,,,,,,,,,,,,,
354,2586,781.0,,,,,,,,,,,,,,,,,,,,,,,
2584,354,2586.0,,,,,,,,,,,,,,,,,,,,,,,
2585,2586,,,,,,,,,,,,,,,,,,,,,,,,
363,765,390.0,,,,,,,,,,,,,,,,,,,,,,,
571,364,390.0,,,,,,,,,,,,,,,,,,,,,,,
547,483,390.0,364.0,439.0,926.0,,,,,,,,,,,,,,,,,,,,
547,483,390.0,364.0,439.0,926.0,,,,,,,,,,,,,,,,,,,,
547,483,390.0,364.0,439.0,926.0,,,,,,,,,,,,,,,,,,,,
364,439,1004.0,799.0,,,,,,,,,,,,,,,,,,,,,,
390,364,926.0,439.0,,,,,,,,,,,,,,,,,,,,,,
364,390,439.0,,,,,,,,,,,,,,,,,,,,,,,
364,390,,,,,,,,,,,,,,,,,,,,,,,,
483,517,390.0,364.0,439.0,,,,,,,,,,,,,,,,,,,,,
364,390,,,,,,,,,,,,,,,,,,,,,,,,
390,521,364.0,698.0,699.0,799.0,,,,,,,,,,,,,,,,,,,,
608,483,772.0,773.0,390.0,364.0,946.0,,,,,,,,,,,,,,,,,,,
745,747,364.0,390.0,,,,,,,,,,,,,,,,,,,,,,
483,364,926.0,439.0,,,,,,,,,,,,,,,,,,,,,,
2736,2590,,,,,,,,,,,,,,,,,,,,,,,,
2592,853,,,,,,,,,,,,,,,,,,,,,,,,
2594,2595,,,,,,,,,,,,,,,,,,,,,,,,
370,1870,,,,,,,,,,,,,,,,,,,,,,,,
1601,1473,,,,,,,,,,,,,,,,,,,,,,,,
2064,1474,,,,,,,,,,,,,,,,,,,,,,,,
373,2669,,,,,,,,,,,,,,,,,,,,,,,,
763,373,,,,,,,,,,,,,,,,,,,,,,,,
3169,373,,,,,,,,,,,,,,,,,,,,,,,,
897,2599,,,,,,,,,,,,,,,,,,,,,,,,
378,1851,,,,,,,,,,,,,,,,,,,,,,,,
2600,2998,3087.0,,,,,,,,,,,,,,,,,,,,,,,
1660,1525,1479.0,,,,,,,,,,,,,,,,,,,,,,,
2010,2011,1479.0,1879.0,,,,,,,,,,,,,,,,,,,,,,
2603,2652,,,,,,,,,,,,,,,,,,,,,,,,
2704,2603,,,,,,,,,,,,,,,,,,,,,,,,
953,969,381.0,,,,,,,,,,,,,,,,,,,,,,,
381,798,,,,,,,,,,,,,,,,,,,,,,,,
1842,1843,1493.0,,,,,,,,,,,,,,,,,,,,,,,
2616,2618,2614.0,,,,,,,,,,,,,,,,,,,,,,,
2616,2619,,,,,,,,,,,,,,,,,,,,,,,,
584,385,932.0,,,,,,,,,,,,,,,,,,,,,,,
386,932,584.0,618.0,654.0,794.0,,,,,,,,,,,,,,,,,,,,
753,788,389.0,388.0,,,,,,,,,,,,,,,,,,,,,,
973,389,,,,,,,,,,,,,,,,,,,,,,,,
756,389,,,,,,,,,,,,,,,,,,,,,,,,
389,767,,,,,,,,,,,,,,,,,,,,,,,,
3020,389,,,,,,,,,,,,,,,,,,,,,,,,
616,1001,1004.0,390.0,,,,,,,,,,,,,,,,,,,,,,
440,390,,,,,,,,,,,,,,,,,,,,,,,,
699,390,,,,,,,,,,,,,,,,,,,,,,,,
554,390,414.0,439.0,,,,,,,,,,,,,,,,,,,,,,
658,390,,,,,,,,,,,,,,,,,,,,,,,,
698,699,390.0,,,,,,,,,,,,,,,,,,,,,,,
699,390,,,,,,,,,,,,,,,,,,,,,,,,
456,390,927.0,,,,,,,,,,,,,,,,,,,,,,,
390,598,,,,,,,,,,,,,,,,,,,,,,,,
699,390,,,,,,,,,,,,,,,,,,,,,,,,
699,390,,,,,,,,,,,,,,,,,,,,,,,,
390,582,,,,,,,,,,,,,,,,,,,,,,,,
963,390,439.0,,,,,,,,,,,,,,,,,,,,,,,
681,390,,,,,,,,,,,,,,,,,,,,,,,,
681,390,,,,,,,,,,,,,,,,,,,,,,,,
681,390,,,,,,,,,,,,,,,,,,,,,,,,
390,799,,,,,,,,,,,,,,,,,,,,,,,,
390,439,,,,,,,,,,,,,,,,,,,,,,,,
698,390,927.0,,,,,,,,,,,,,,,,,,,,,,,
541,390,,,,,,,,,,,,,,,,,,,,,,,,
897,390,,,,,,,,,,,,,,,,,,,,,,,,
873,390,,,,,,,,,,,,,,,,,,,,,,,,
698,699,390.0,,,,,,,,,,,,,,,,,,,,,,,
483,390,439.0,,,,,,,,,,,,,,,,,,,,,,,
960,673,437.0,390.0,,,,,,,,,,,,,,,,,,,,,,
768,665,390.0,968.0,,,,,,,,,,,,,,,,,,,,,,
390,447,,,,,,,,,,,,,,,,,,,,,,,,
608,773,390.0,,,,,,,,,,,,,,,,,,,,,,,
390,407,,,,,,,,,,,,,,,,,,,,,,,,
441,390,,,,,,,,,,,,,,,,,,,,,,,,
699,390,,,,,,,,,,,,,,,,,,,,,,,,
483,391,,,,,,,,,,,,,,,,,,,,,,,,
392,2651,,,,,,,,,,,,,,,,,,,,,,,,
400,401,3185.0,,,,,,,,,,,,,,,,,,,,,,,
400,401,403.0,404.0,693.0,,,,,,,,,,,,,,,,,,,,,
401,916,693.0,,,,,,,,,,,,,,,,,,,,,,,
404,693,3183.0,,,,,,,,,,,,,,,,,,,,,,,
404,631,,,,,,,,,,,,,,,,,,,,,,,,
405,1511,,,,,,,,,,,,,,,,,,,,,,,,
738,406,,,,,,,,,,,,,,,,,,,,,,,,
409,661,847.0,,,,,,,,,,,,,,,,,,,,,,,
1501,1877,,,,,,,,,,,,,,,,,,,,,,,,
410,509,,,,,,,,,,,,,,,,,,,,,,,,
410,659,631.0,,,,,,,,,,,,,,,,,,,,,,,
410,659,492.0,,,,,,,,,,,,,,,,,,,,,,,
410,564,,,,,,,,,,,,,,,,,,,,,,,,
2868,413,,,,,,,,,,,,,,,,,,,,,,,,
416,496,472.0,,,,,,,,,,,,,,,,,,,,,,,
416,530,822.0,,,,,,,,,,,,,,,,,,,,,,,
416,659,631.0,,,,,,,,,,,,,,,,,,,,,,,
419,822,,,,,,,,,,,,,,,,,,,,,,,,
419,822,,,,,,,,,,,,,,,,,,,,,,,,
1898,422,,,,,,,,,,,,,,,,,,,,,,,,
1912,1507,,,,,,,,,,,,,,,,,,,,,,,,
1509,637,917.0,1701.0,,,,,,,,,,,,,,,,,,,,,,
1509,637,917.0,1701.0,,,,,,,,,,,,,,,,,,,,,,
1509,637,917.0,1701.0,,,,,,,,,,,,,,,,,,,,,,
1673,1509,,,,,,,,,,,,,,,,,,,,,,,,
429,1710,,,,,,,,,,,,,,,,,,,,,,,,
1512,429,1710.0,,,,,,,,,,,,,,,,,,,,,,,
1957,1512,429.0,1710.0,1681.0,,,,,,,,,,,,,,,,,,,,,
429,1710,,,,,,,,,,,,,,,,,,,,,,,,
2640,782,,,,,,,,,,,,,,,,,,,,,,,,
2643,2644,,,,,,,,,,,,,,,,,,,,,,,,
432,433,,,,,,,,,,,,,,,,,,,,,,,,
2646,855,,,,,,,,,,,,,,,,,,,,,,,,
434,938,847.0,,,,,,,,,,,,,,,,,,,,,,,
439,799,,,,,,,,,,,,,,,,,,,,,,,,
699,502,439.0,,,,,,,,,,,,,,,,,,,,,,,
517,439,,,,,,,,,,,,,,,,,,,,,,,,
2657,2658,441.0,,,,,,,,,,,,,,,,,,,,,,,
1528,441,1690.0,,,,,,,,,,,,,,,,,,,,,,,
441,2658,1801.0,,,,,,,,,,,,,,,,,,,,,,,
1528,441,2995.0,,,,,,,,,,,,,,,,,,,,,,,
880,441,1633.0,,,,,,,,,,,,,,,,,,,,,,,
1528,1690,,,,,,,,,,,,,,,,,,,,,,,,
1528,3210,,,,,,,,,,,,,,,,,,,,,,,,
3021,2169,3305.0,2654.0,,,,,,,,,,,,,,,,,,,,,,
3021,2169,3305.0,2654.0,,,,,,,,,,,,,,,,,,,,,,
800,763,447.0,,,,,,,,,,,,,,,,,,,,,,,
763,447,,,,,,,,,,,,,,,,,,,,,,,,
450,773,,,,,,,,,,,,,,,,,,,,,,,,
2136,1537,677.0,,,,,,,,,,,,,,,,,,,,,,,
905,2668,,,,,,,,,,,,,,,,,,,,,,,,
905,2668,,,,,,,,,,,,,,,,,,,,,,,,
1540,1861,,,,,,,,,,,,,,,,,,,,,,,,
2774,1543,,,,,,,,,,,,,,,,,,,,,,,,
1667,1796,1543.0,828.0,1662.0,,,,,,,,,,,,,,,,,,,,,
460,3156,,,,,,,,,,,,,,,,,,,,,,,,
1549,1903,,,,,,,,,,,,,,,,,,,,,,,,
1549,591,,,,,,,,,,,,,,,,,,,,,,,,
795,2678,,,,,,,,,,,,,,,,,,,,,,,,
505,471,,,,,,,,,,,,,,,,,,,,,,,,
2894,471,,,,,,,,,,,,,,,,,,,,,,,,
2688,2689,,,,,,,,,,,,,,,,,,,,,,,,
1553,1831,,,,,,,,,,,,,,,,,,,,,,,,
474,862,1631.0,,,,,,,,,,,,,,,,,,,,,,,
477,853,,,,,,,,,,,,,,,,,,,,,,,,
1562,1646,,,,,,,,,,,,,,,,,,,,,,,,
3107,2699,855.0,,,,,,,,,,,,,,,,,,,,,,,
486,847,,,,,,,,,,,,,,,,,,,,,,,,
488,644,487.0,,,,,,,,,,,,,,,,,,,,,,,
643,612,644.0,487.0,488.0,,,,,,,,,,,,,,,,,,,,,
488,611,487.0,,,,,,,,,,,,,,,,,,,,,,,
